,full_name,selling_price,year,km_driven,mileage,engine,max_power,seats,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual,company
4175,Renault KWID RXT,345000,2016,21200,22.3,799,53.26,5,0,0,0,0,0,1,1,Renault
4176,Maruti Wagon R LXI CNG,434000,2018,50000,26.6,998,58.16,5,1,0,0,0,0,0,1,Maruti
4177,Volkswagen Jetta 2.0 TDI Comfortline,300000,2011,84700,15,1896,105,5,1,0,1,0,0,0,1,Volkswagen
4178,Hyundai EON Era Plus,281000,2016,21223,21.1,814,55.2,5,0,0,0,0,0,1,1,Hyundai
4179,Hyundai i20 2015-2017 Magna 1.2,280000,2010,36704,18.6,1197,81.83,5,0,0,0,0,0,1,1,Hyundai
4180,Land Rover Range Rover Sport HSE,2650000,2011,78000,14.7,2993,241.4,6,0,0,1,0,0,0,0,Land
4181,Maruti Baleno Delta,545000,2017,35092,21.01,1197,81.8,5,0,0,0,0,0,1,1,Maruti
4182,Renault KWID RXT,350000,2017,15000,25.17,799,53.3,5,1,0,0,0,0,1,1,Renault
4183,Honda Brio VX,350000,2013,20000,19.4,1198,86.8,5,0,0,0,0,0,1,1,Honda
4184,Hyundai Verna 1.6 SX VTVT,559000,2014,41000,17.01,1591,121.3,5,0,0,0,0,0,1,1,Hyundai
4185,Mahindra XUV500 W6 2WD,655000,2015,100000,15.1,2179,140,7,1,0,1,0,0,0,1,Mahindra
4186,Jeep Compass 2.0 Longitude Option BSIV,1550000,2017,29000,17.1,1956,170,5,0,0,1,0,0,0,1,Jeep
4187,Maruti Ertiga BSIV ZXI Plus,760000,2017,45000,17.5,1373,91.1,7,0,0,0,0,0,1,1,Maruti
4188,Mahindra TUV 300 mHAWK100 T8 Dual Tone,825000,2017,63000,18.49,1493,100,7,0,0,1,0,0,0,1,Mahindra
4189,Honda Amaze VX AT i-Vtech,800000,2019,2277,15.5,1198,86.7,5,0,0,0,0,0,1,0,Honda
4190,Honda City 1.5 EXI,114999,2003,40000,13,1493,100,5,1,0,0,0,0,1,1,Honda
4191,Maruti Swift LDI,300000,2011,40000,22.9,1248,74,5,0,0,1,0,0,0,1,Maruti
4192,Maruti Swift VXI,475000,2016,8000,22,1197,81.8,5,0,0,0,0,0,1,1,Maruti
4193,Skoda Octavia Elegance 2.0 TDI AT,1425000,2015,35000,19.3,1968,141,5,1,0,1,0,0,0,0,Skoda
4194,Toyota Corolla Altis GL,491000,2012,461000,14.53,1798,138.1,5,0,0,0,0,0,1,1,Toyota
4195,Tata Manza Aqua Quadrajet BS IV,225000,2010,51000,21.12,1248,88.8,5,0,0,1,0,0,0,1,Tata
4196,Honda WR-V i-DTEC VX,799000,2017,40011,25.5,1498,98.6,5,0,0,1,0,0,0,1,Honda
4197,Jaguar F-PACE Prestige 2.0 AWD,4300000,2016,22000,16.38,1999,177,5,0,0,1,0,0,0,0,Jaguar
4198,Audi Q5 2.0 TDI,1800000,2013,70000,14.16,1968,174.3,5,0,0,1,0,0,0,0,Audi
4199,Tata Indica Vista Aqua 1.3 Quadrajet,165000,2009,70000,18,1248,75,5,0,0,1,0,0,0,1,Tata
4200,Volkswagen Vento 1.5 TDI Highline AT,650000,2016,110000,22.15,1498,108.6,5,1,0,1,0,0,0,0,Volkswagen
4201,Toyota Corolla H4,150000,2007,131000,11.3,1794,125,5,0,0,0,0,0,1,0,Toyota
4202,Mahindra Xylo H4 8 Str,690000,2016,56000,14.02,2179,118.3,8,0,0,1,0,0,0,1,Mahindra
4203,Mercedes-Benz C-Class C 200 CGI Avantgarde,900000,2011,110500,11.74,1796,186,5,0,0,0,0,0,1,0,Mercedes-Benz
4204,Volkswagen Vento 1.2 TSI Comfortline AT,555000,2015,37782,16.93,1197,103.2,5,0,0,0,0,0,1,0,Volkswagen
4205,Land Rover Range Rover Evoque 2.2L Dynamic,2550000,2012,87500,12.7,2179,187.7,5,0,0,1,0,0,0,0,Land
4206,Hyundai i20 1.4 CRDi Sportz,325000,2011,68000,23,1396,90,5,0,0,1,0,0,0,1,Hyundai
4207,Ford Figo 1.2P Titanium Plus MT,450000,2016,41001,18.16,1196,86.8,5,0,0,0,0,0,1,1,Ford
4208,Ford Figo Diesel ZXI,254999,2011,66000,20,1399,68.05,5,0,0,1,0,0,0,1,Ford
4209,Maruti Swift Dzire VXI,575000,2015,67000,20.85,1197,83.14,5,0,0,0,0,0,1,1,Maruti
4210,Fiat Linea 1.3 Multijet Emotion,340000,2014,60000,20.4,1248,91.7,5,1,0,1,0,0,0,1,Fiat
4211,Maruti Ertiga BSIV VXI,800000,2017,84900,17.5,1373,91.1,7,0,0,0,0,0,1,1,Maruti
4212,Skoda Rapid 1.6 TDI Elegance,475000,2014,59000,20.5,1598,103.5,5,0,0,1,0,0,0,1,Skoda
4213,Nissan Sunny Diesel XV,420000,2014,135000,21.64,1461,84.8,5,1,0,1,0,0,0,1,Nissan
4214,Toyota Camry 2.5 G,1550000,2015,73000,12.98,2494,178.3,5,0,0,0,0,0,1,0,Toyota
4215,BMW 5 Series 520d M Sport,3300000,2017,51000,18.12,1995,190,5,0,0,1,0,0,0,0,BMW
4216,Maruti Wagon R VXI AMT Opt 1.2,430000,2016,23000,20.52,1197,81.8,5,0,0,0,0,0,1,0,Maruti
4217,Hyundai Grand i10 Asta Option,525000,2015,23000,18.9,1197,82,5,1,0,0,0,0,1,1,Hyundai
4218,Honda Brio 1.2 S MT,445000,2017,13734,18.5,1198,86.8,5,0,0,0,0,0,1,1,Honda
4219,Maruti Alto K10 2010-2014 VXI,180000,2012,17000,20.92,998,67.1,5,1,0,0,0,0,1,1,Maruti
4220,Maruti Baleno Zeta Automatic,850000,2017,26000,21.4,1197,83.1,5,1,0,0,0,0,1,0,Maruti
4221,Volkswagen Vento 1.5 TDI Highline AT,710000,2015,80900,22.15,1498,108.6,5,0,0,1,0,0,0,0,Volkswagen
4222,Volkswagen Polo Diesel Comfortline 1.2L,299000,2011,70250,22.07,1199,73.9,5,0,0,1,0,0,0,1,Volkswagen
4223,Hyundai Verna 1.6 CRDI SX Option,949000,2017,49000,23.9,1582,126.2,5,0,0,1,0,0,0,1,Hyundai
4224,Fiat Avventura Urban Cross 1.3 Multijet Dynamic,450000,2016,60000,20.5,1248,91.72,5,1,0,1,0,0,0,1,Fiat
4225,BMW 5 Series 520d Sedan,1299000,2011,33233,18.48,1142.655492,74.34109969,5,0,0,1,0,0,0,0,BMW
4226,BMW 5 Series 520d Luxury Line,2975000,2016,51000,18.12,1995,190,5,0,0,1,0,0,0,0,BMW
4227,Tata Zest Quadrajet 1.3 75PS XM,420000,2017,105000,22.95,1248,74,5,1,0,1,0,0,0,1,Tata
4228,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,620000,2011,217000,12.8,2494,102,8,1,0,1,0,0,0,1,Toyota
4229,Mercedes-Benz M-Class ML 250 CDI,1855000,2013,76000,15.26,2143,203.2,5,0,0,1,0,0,0,0,Mercedes-Benz
4230,Mercedes-Benz C-Class C 220 CDI BE COR,1490000,2012,76500,14.84,2143,170,5,0,0,1,0,0,0,0,Mercedes-Benz
4231,Maruti Wagon R LXI BSIII,250000,2010,28000,14,1061,64,5,0,0,0,0,0,1,1,Maruti
4232,Tata Nexon 1.5 Revotorq XM,751000,2018,27000,21.5,1497,108.5,5,0,0,1,0,0,0,1,Tata
4233,Toyota Fortuner 3.0 Diesel,1050000,2010,158000,11.5,2982,171,7,0,0,1,0,0,0,1,Toyota
4234,Honda City 1.5 V AT,349000,2010,77250,16.8,1497,118,5,0,0,0,0,0,1,0,Honda
4235,Tata Manza Aqua Quadrajet BS IV,250000,2012,60000,21.12,1248,88.8,5,1,0,1,0,0,0,1,Tata
4236,Maruti SX4 S Cross DDiS 200 Zeta,799000,2017,42500,23.65,1248,88.5,5,0,0,1,0,0,0,1,Maruti
4237,Toyota Etios Liva G,350000,2013,63000,17.71,1197,78.9,5,0,0,0,0,0,1,1,Toyota
4238,Maruti Wagon R CNG LXI,365000,2015,48000,32.52,998,58.33,5,0,0,0,0,0,0,1,Maruti
4239,Maruti Eeco CNG 5 Seater AC BSIV,365000,2014,39000,21.94,1196,61.7,5,0,0,0,0,0,0,1,Maruti
4240,Volkswagen Polo 2015-2019 GT TSI,690000,2016,60000,17.21,1197,103.5,5,0,0,0,0,0,1,0,Volkswagen
4241,Ford Ecosport 2015-2021 1.5 Petrol Titanium AT,670000,2016,40003,14.7,1496,120.69,5,0,0,0,0,0,1,0,Ford
4242,Maruti Alto 800 LXI,325000,2018,40737,22.74,796,47.3,5,0,0,0,0,0,1,1,Maruti
4243,Maruti Ritz VXI,310000,2013,70670,21.1,1197,85.8,5,0,0,0,0,0,1,1,Maruti
4244,Hyundai Elantra CRDi SX AT,900000,2014,120000,19.5,1582,126.24,5,1,0,1,0,0,0,0,Hyundai
4245,Maruti A Star AT VXI,275000,2012,62500,16.98,998,66.1,5,0,0,0,0,0,1,0,Maruti
4246,Honda City i DTec VX Option,850000,2016,50000,26,1498,98.6,5,1,0,1,0,0,0,1,Honda
4247,Fiat Grande Punto Active,215000,2011,22000,15.7,1172,67,5,0,0,0,0,0,1,1,Fiat
4248,Hyundai Grand i10 CRDi Sportz,450000,2016,70000,24,1120,70,5,1,0,1,0,0,0,1,Hyundai
4249,Maruti Ciaz 1.3 Alpha,900000,2018,17000,28.09,1248,88.5,5,1,0,1,0,0,0,1,Maruti
4250,Hyundai i20 1.2 Asta,650000,2016,59000,18.6,1197,81.83,5,0,0,0,0,0,1,1,Hyundai
4251,Maruti Ciaz 1.3 Alpha,850000,2017,43000,28.09,1248,88.5,5,0,0,1,0,0,0,1,Maruti
4252,Tata Indigo eGVX,175000,2012,23948,15.64,1193,64.08,5,0,0,0,0,0,1,1,Tata
4253,Ford Ecosport 1.5 Ti VCT AT Titanium,621000,2014,50250,16.5,1499,110,5,0,0,0,0,0,1,0,Ford
4254,Maruti Ciaz 1.4 Delta,775000,2018,23150,20.73,1373,91.1,5,0,0,0,0,0,1,1,Maruti
4255,Maruti Swift VXI,511000,2015,19000,18.6,1197,85.8,5,0,0,0,0,0,1,1,Maruti
4256,Mahindra Bolero Power Plus SLX,635000,2014,45000,16.5,1493,70,7,0,0,1,0,0,0,1,Mahindra
4257,Maruti Vitara Brezza VDi,894999,2019,37095,24.3,1248,88.5,5,0,0,1,0,0,0,1,Maruti
4258,Hyundai EON 1.0 Era Plus,350000,2018,70000,20.3,998,68.05,5,1,0,0,0,0,1,1,Hyundai
4259,Hyundai i20 1.2 Asta,630000,2015,45235,18.6,1197,81.83,5,0,0,0,0,0,1,1,Hyundai
4260,Volkswagen Vento 1.5 TDI Highline AT,900000,2017,31700,22.15,1498,108.6,5,0,0,1,0,0,0,0,Volkswagen
4261,Maruti Ertiga VDI,950000,2018,24812,25.47,1248,88.5,7,0,0,1,0,0,0,1,Maruti
4262,Jaguar XF 2.2 Litre Luxury,1900000,2014,67000,16.36,2179,187.7,5,1,0,1,0,0,0,0,Jaguar
4263,Maruti Eeco 5 STR With AC Plus HTR CNG,295000,2015,62000,15.1,1196,73,5,0,0,0,0,0,0,1,Maruti
4264,Hyundai Verna 1.6 CRDi AT SX,650000,2016,75000,19.08,1582,126.2,5,0,0,1,0,0,0,0,Hyundai
4265,Maruti Swift VXI,600000,2019,10000,21.21,1197,81.8,5,1,0,0,0,0,1,1,Maruti
4266,Toyota Innova 2.5 V Diesel 8-seater,750000,2012,85000,12.8,2494,102,8,0,0,1,0,0,0,1,Toyota
4267,Maruti Alto LXi,140000,2009,22000,19.7,796,46.3,5,1,0,0,0,0,1,1,Maruti
4268,Honda City i DTec V,651000,2015,78000,26,1498,98.6,5,0,0,1,0,0,0,1,Honda
4269,Fiat Grande Punto EVO 1.3 Dynamic,400000,2015,70000,21.2,1248,75,5,1,0,1,0,0,0,1,Fiat
4270,Chevrolet Beat Diesel LT,165000,2012,120000,25.44,936,57.6,5,1,0,1,0,0,0,1,Chevrolet
4271,Hyundai Verna 1.6 VTVT EX AT,575000,2013,14000,17.01,1591,121.4,5,0,0,0,0,0,1,0,Hyundai
4272,Honda City i VTEC CVT VX,875000,2016,32302,18,1497,117.3,5,0,0,0,0,0,1,0,Honda
4273,Maruti Swift Dzire VDI,575000,2015,46023,26.59,1248,74,5,0,0,1,0,0,0,1,Maruti
4274,Maruti Ertiga BSIV ZXI Plus,775000,2017,28596,17.5,1373,91.1,7,0,0,0,0,0,1,1,Maruti
4275,Maruti Swift VXi BSIV,300000,2011,54688,16.1,1197,85,5,0,0,0,0,0,1,1,Maruti
4276,Maruti Ciaz VDi Plus SHVS,695000,2015,64000,28.09,1248,88.5,5,0,0,1,0,0,0,1,Maruti
4277,Maruti Swift Dzire VDI,750000,2018,46000,28.4,1248,74.02,5,1,0,1,0,0,0,1,Maruti
4278,Maruti Swift VXI BSIII,204999,2006,82000,16.1,1298,88.2,5,0,0,0,0,0,1,1,Maruti
4279,Honda City i VTEC VX Option,760000,2016,21715,17.8,1497,117.3,5,0,0,0,0,0,1,1,Honda
4280,Toyota Yaris V BSIV,900000,2018,12617,17.1,1496,105.5,5,0,0,0,0,0,1,1,Toyota
4281,BMW 5 Series 520d Luxury Line,2550000,2015,68000,18.12,1995,190,5,0,0,1,0,0,0,0,BMW
4282,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,975000,2019,22809,25.1,1248,88.5,5,0,0,1,0,0,0,1,Maruti
4283,Mahindra Scorpio VLX 2WD BSIV,450000,2012,68000,12.05,2179,120,8,0,0,1,0,0,0,1,Mahindra
4284,Hyundai Getz 1.1 GLE,169000,2008,60000,15,1086,66.6,5,0,0,0,0,0,1,1,Hyundai
4285,Mahindra Scorpio VLX 2WD BSIV,355000,2008,97000,12.05,2179,120,8,0,0,1,0,0,0,1,Mahindra
4286,Hyundai Santro Xing GL,145000,2010,40000,19.63826453,1086,62,5,0,0,0,0,0,1,1,Hyundai
4287,Hyundai i10 Sportz 1.2,235000,2010,35000,20.36,1197,78.9,5,0,0,0,0,0,1,1,Hyundai
4288,Honda Civic 1.8 V AT,225000,2007,71000,12.9,1799,130,5,0,0,0,0,0,1,0,Honda
4289,Honda City i-VTEC CVT V,875000,2017,24000,18,1497,117.6,5,0,0,0,0,0,1,0,Honda
4290,Hyundai i20 1.2 Sportz Option,395000,2013,39000,17,1197,80,5,0,0,0,0,0,1,1,Hyundai
4291,Mahindra TUV 300 T8,825000,2017,10400,18.49,1493,100,7,0,0,1,0,0,0,1,Mahindra
4292,Tata Xenon XT EX 4X2,400000,2013,170000,13.49,2179,138.03,5,1,0,1,0,0,0,1,Tata
4293,Mahindra XUV500 2011-2015 W8 FWD,695000,2012,48000,15.1,2179,140,7,0,0,1,0,0,0,1,Mahindra
4294,Honda City i VTEC SV,610000,2015,53000,17.4,1497,117.3,5,0,0,0,0,0,1,1,Honda
4295,Maruti Vitara Brezza ZDi Plus AMT,1111000,2019,21000,24.3,1248,88.5,5,0,0,1,0,0,0,0,Maruti
4296,Maruti Alto Green LXi (CNG),185000,2010,11000,26.83,796,38.4,5,0,0,0,0,0,0,1,Maruti
4297,Maruti A Star AT VXI,265000,2012,60422,16.98,998,66.1,5,0,0,0,0,0,1,0,Maruti
4298,BMW 7 Series 730Ld Design Pure Excellence CBU,6100000,2016,22000,16.77,2993,261.49,5,0,0,1,0,0,0,0,BMW
4299,Audi Q3 2.0 TDI Quattro,2675000,2018,32000,17.32,1968,184,5,0,0,1,0,0,0,0,Audi
4300,Tata Nano Cx BSII,89000,2011,40000,26,624,35,4,1,0,0,0,0,1,1,Tata
4301,Maruti Celerio VXI,325000,2014,76000,23.1,998,67.04,5,1,0,0,0,0,1,1,Maruti
4302,Hyundai Verna CRDi 1.6 SX Option,1050000,2017,45000,22,1582,126.2,5,1,0,1,0,0,0,1,Hyundai
4303,Audi Q3 35 TDI Quattro Premium,1750000,2014,38000,15.73,1968,174.33,5,0,0,1,0,0,0,0,Audi
4304,Hyundai Grand i10 1.2 Kappa Magna AT,575000,2019,16000,18.9,1197,81.86,5,1,0,0,0,0,1,0,Hyundai
4305,Audi A4 3.0 TDI Quattro Premium,1250000,2012,75000,14.94,2967,241.4,5,0,0,1,0,0,0,0,Audi
4306,Chevrolet Beat LT,175000,2010,33000,18.6,1199,79.4,5,0,0,0,0,0,1,1,Chevrolet
4307,Skoda Superb Elegance 1.8 TSI AT,1160000,2015,34000,13.7,1798,157.75,5,0,0,0,0,0,1,0,Skoda
4308,Maruti Swift Dzire VDi,365000,2011,88000,19.3,1248,73.9,5,0,0,1,0,0,0,1,Maruti
4309,Hyundai i20 1.2 Spotz,625000,2018,27000,18.6,1197,81.83,5,0,0,0,0,0,1,1,Hyundai
4310,Volkswagen Polo Diesel Highline 1.2L,300000,2012,96000,22.07,1199,73.9,5,1,0,1,0,0,0,1,Volkswagen
4311,Hyundai i20 Asta 1.4 CRDi,675000,2016,65000,22.54,1396,88.73,5,0,0,1,0,0,0,1,Hyundai
4312,Honda City 1.5 V MT,365000,2011,45000,17,1497,118,5,0,0,0,0,0,1,1,Honda
4313,Maruti Wagon R LXI,292000,2013,50000,20.51,998,67.04,5,1,0,0,0,0,1,1,Maruti
4314,Chevrolet Sail 1.3 LS,218000,2016,105725,22.1,1248,74,5,0,0,1,0,0,0,1,Chevrolet
4315,Maruti Alto K10 VXI,300000,2015,20000,23.95,998,67.05,5,1,0,0,0,0,1,1,Maruti
4316,Mahindra KUV 100 mFALCON D75 K8,450000,2016,30000,25.32,1198,77,6,1,0,1,0,0,0,1,Mahindra
4317,Toyota Corolla Altis Diesel D4DG,476000,2011,107000,21.43,1364,87.2,5,0,0,1,0,0,0,1,Toyota
4318,Honda City 1.5 S AT,375000,2008,40000,16.8,1497,116.4,5,0,0,0,0,0,1,0,Honda
4319,Hyundai i20 Asta 1.2,425000,2013,27000,18.5,1197,82.85,5,0,0,0,0,0,1,1,Hyundai
4320,Honda BRV i-VTEC V CVT,795000,2016,35000,15.4,1497,117.3,7,0,0,0,0,0,1,0,Honda
4321,Toyota Corolla H5,180000,2005,180000,13.4,1794,125,5,1,0,0,0,0,1,1,Toyota
4322,Tata Nexon 1.5 Revotorq XM,835000,2018,16000,21.5,1497,108.5,5,0,0,1,0,0,0,1,Tata
4323,Hyundai i20 1.2 Sportz,395000,2013,40000,17,1197,80,5,0,0,0,0,0,1,1,Hyundai
4324,Chevrolet Optra Magnum 2.0 LS,190000,2008,90000,16.52,1991,123.7,5,0,0,1,0,0,0,1,Chevrolet
4325,Renault KWID 1.0 RXT AMT,400000,2020,5000,24.04,999,67,5,1,0,0,0,0,1,0,Renault
4326,Maruti Alto 800 LXI,285000,2016,29000,22.74,796,47.3,5,0,0,0,0,0,1,1,Maruti
4327,Skoda Superb Elegance 1.8 TSI AT,1150000,2015,35000,13.7,1798,157.75,5,0,0,0,0,0,1,0,Skoda
4328,Maruti Swift VVT VXI,520000,2017,30000,22,1197,81.8,5,1,0,0,0,0,1,1,Maruti
4329,Hyundai Verna CRDi SX,450000,2011,138886,16.8,1493,110,5,0,0,1,0,0,0,1,Hyundai
4330,Maruti Swift Dzire VDI,486000,2013,79000,23.4,1248,74,5,0,0,1,0,0,0,1,Maruti
4331,Maruti Swift Dzire LDi,280000,2008,40578,19.3,1248,73.9,5,1,0,1,0,0,0,1,Maruti
4332,Maruti Swift VDI,475000,2012,60000,22.9,1248,74,5,0,0,1,0,0,0,1,Maruti
4333,Mahindra XUV500 AT W10 FWD,1400000,2015,60000,16,2179,140,7,1,0,1,0,0,0,0,Mahindra
4334,Volkswagen Polo Select 1.5 TDI Highline,550000,2016,110000,20.14,1498,88.7,5,1,0,1,0,0,0,1,Volkswagen
4335,Maruti Versa DX1 8 Seater,90000,2004,50000,11.3,1298,83.1,8,1,0,0,0,0,1,1,Maruti
4336,Tata Zest Revotron 1.2 XT,375000,2014,55000,17.57,1193,88.7,5,0,0,0,0,0,1,1,Tata
4337,Toyota Corolla Altis Diesel D4DG,650000,2013,62000,21.43,1364,87.2,5,0,0,1,0,0,0,1,Toyota
4338,Maruti Zen Estilo LXI BS IV,215000,2011,50000,19,998,67.1,5,1,0,0,0,0,1,1,Maruti
4339,Hyundai Verna 1.6 SX CRDi (O),549000,2012,66657,22.32,1582,126.32,5,0,0,1,0,0,0,1,Hyundai
4340,Tata Safari 2005-2017 DICOR 2.2 EX 4x2,260000,2012,100000,11.57,2179,138.1,7,1,0,1,0,0,0,1,Tata
4341,Skoda Kodiaq 2.0 TDI Laurin Klement,3600000,2019,52000,16.25,1968,148,7,1,0,1,0,0,0,0,Skoda
4342,Hyundai i20 Asta,375000,2011,35000,17,1197,80,5,0,0,0,0,0,1,1,Hyundai
4343,Maruti Swift VXI,610000,2019,5000,21.21,1197,81.8,5,1,0,0,0,0,1,1,Maruti
4344,Honda City i DTEC V,650000,2015,70000,26,1498,98.6,5,1,0,1,0,0,0,1,Honda
4345,Tata Manza Club Class Quadrajet90 VX,335000,2014,60137,21.02,1248,88.76,5,0,0,1,0,0,0,1,Tata
4346,Skoda Laura 1.9 TDI AT Elegance,450000,2009,62000,17,1896,105,5,0,0,1,0,0,0,0,Skoda
4347,Honda Jazz 1.2 VX i VTEC,560000,2015,19570,18.7,1199,88.7,5,0,0,0,0,0,1,1,Honda
4348,Tata Indica eXeta GLS,95000,2008,8205,16.84,1193,64.4,5,0,0,0,0,0,1,1,Tata
4349,Renault Duster 85PS Diesel RxL,625000,2015,37639,19.87,1461,83.8,5,0,0,1,0,0,0,1,Renault
4350,BMW 3 Series 320d Dynamic,994999,2011,63000,13.2,1995,170,5,0,0,1,0,0,0,0,BMW
4351,Maruti Swift VDI BSIV,650000,2017,50000,17.8,1248,74.34109969,5,0,0,1,0,0,0,1,Maruti
4352,Honda City i DTEC V,590000,2014,74000,26,1498,98.6,5,0,0,1,0,0,0,1,Honda
4353,Maruti Ertiga VXI CNG,600000,2014,40000,17.5,1373,80.46,7,0,0,0,0,0,0,1,Maruti
4354,Hyundai i10 Magna,190000,2009,73000,20.36,1197,78.9,5,0,0,0,0,0,1,1,Hyundai
4355,Maruti Swift Dzire ZDI Plus,911000,2018,26750,28.4,1248,74.02,5,0,0,1,0,0,0,1,Maruti
4356,Hyundai Santro Xing GLS,185000,2008,66403,17.92,1086,62.1,5,0,0,0,0,0,1,1,Hyundai
4357,Maruti SX4 Zxi BSIII,200000,2007,106318,15,1586,104.68,5,0,0,0,0,0,1,1,Maruti
4358,Honda WR-V i-DTEC VX,890000,2018,33000,25.5,1498,98.6,5,0,0,1,0,0,0,1,Honda
4359,Volkswagen Vento 1.5 TDI Highline AT,725000,2016,73172,22.15,1498,108.6,5,0,0,1,0,0,0,0,Volkswagen
4360,Maruti Ertiga VXI CNG,700000,2016,50000,17.5,1373,80.46,7,1,0,0,0,0,0,1,Maruti
4361,Nissan Sunny XL,285000,2012,57000,16.95,1498,97.7,5,0,0,0,0,0,1,1,Nissan
4362,Chevrolet Beat LT,380000,2015,35000,18.6,1199,76.8,5,1,0,0,0,0,1,1,Chevrolet
4363,Maruti Ertiga ZDI Plus,850000,2016,57246,25.47,1248,88.5,7,0,0,1,0,0,0,1,Maruti
4364,Maruti Swift VXI,550000,2017,10000,21.21,1197,81.8,5,0,0,0,0,0,1,1,Maruti
4365,Maruti Wagon R CNG LXI BSIV,375000,2016,64224,33.54,998,67.04,5,0,0,0,0,0,0,1,Maruti
4366,Hyundai i20 1.2 Magna,260000,2010,81000,18.5,1197,80,5,0,0,0,0,0,1,1,Hyundai
4367,Hyundai Creta 1.4 E Plus,925000,2018,62000,22.1,1396,88.7,5,0,0,1,0,0,0,1,Hyundai
4368,Honda Brio EX MT,300000,2013,41010,19.4,1198,86.8,5,0,0,0,0,0,1,1,Honda
4369,Maruti Wagon R LXI DUO BSIII,148000,2007,68128,17.3,1061,57.5,5,0,0,0,0,1,0,1,Maruti
4370,Toyota Innova Crysta 2016-2020 2.4 GX MT,1575000,2017,45000,13.68,2393,147.51,7,0,0,1,0,0,0,1,Toyota
4371,Honda Jazz 1.5 SV i DTEC,630000,2016,71400,27.3,1498,98.6,5,0,0,1,0,0,0,1,Honda
4372,Toyota Etios GD,500000,2015,150000,23.59,1364,67.05,5,1,0,1,0,0,0,1,Toyota
4373,Maruti Eeco 5 Seater AC BSIV,315000,2014,63000,15.37,1196,73,5,0,0,0,0,0,1,1,Maruti
4374,Maruti Ertiga VDI,450000,2012,120000,20.77,1248,88.76,7,1,0,1,0,0,0,1,Maruti
4375,Toyota Platinum Etios 1.5 G,476000,2015,39023,16.78,1496,88.73,5,0,0,0,0,0,1,1,Toyota
4376,Mercedes-Benz E-Class E200 CGI Blue Efficiency,1095000,2011,74024,12.3,1796,185,5,0,0,0,0,0,1,0,Mercedes-Benz
4377,Mercedes-Benz C-Class 220 CDI AT,675000,2011,75000,14.84,2143,170,5,0,0,1,0,0,0,0,Mercedes-Benz
4378,Maruti Vitara Brezza ZXI Plus AT,1225000,2020,12000,18.76,1462,103.26,5,0,0,0,0,0,1,0,Maruti
4379,Hyundai Santro Xing XG,40000,2003,40000,17,1142.655492,74.34109969,5,1,0,0,0,0,1,1,Hyundai
4380,Hyundai Santro GS,175000,2006,90000,19.63826453,999,74.34109969,5,1,0,0,0,0,1,1,Hyundai
4381,Hyundai i20 Active 1.4 S,771000,2017,25000,21.19,1396,88.73,5,0,0,1,0,0,0,1,Hyundai
4382,Ford Figo Diesel EXI,250000,2010,60000,20,1399,68,5,1,0,1,0,0,0,1,Ford
4383,Hyundai Xcent 1.1 CRDi Base,300000,2016,120000,24.4,1120,71,5,1,0,1,0,0,0,1,Hyundai
4384,Honda New Accord 2008-2011 2.4 AT,549000,2011,50007,11.7,2354,177.6,5,0,0,0,0,0,1,0,Honda
4385,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,1800000,2018,35000,11.36,2755,171.5,7,1,0,1,0,0,0,0,Toyota
4386,BMW X3 2.0d SAV,1300000,2011,93000,16.55,1142.655492,74.34109969,5,0,0,1,0,0,0,0,BMW
4387,Hyundai Verna 1.6 CRDi EX MT,484999,2014,77000,22.32,1582,126.3,5,0,0,1,0,0,0,1,Hyundai
4388,Maruti Ciaz ZXi Plus,715000,2016,22000,20.73,1373,91.1,5,1,0,0,0,0,1,1,Maruti
4389,Maruti Wagon R VXI,265000,2012,65000,18.9,998,67.1,5,0,0,0,0,0,1,1,Maruti
4390,Skoda Rapid 1.6 TDI Active,385000,2012,74000,20.5,1598,103.5,5,0,0,1,0,0,0,1,Skoda
4391,Maruti Swift Dzire ZDI,675000,2015,79159,26.59,1248,74,5,0,0,1,0,0,0,1,Maruti
4392,Toyota Corolla Altis G,270000,2009,780000,14.53,1798,138.1,5,0,0,0,0,0,1,1,Toyota
4393,Toyota Fortuner 4x2 Manual,2895000,2017,10725,13,2982,168.5,7,0,0,1,0,0,0,1,Toyota
4394,BMW 5 Series 520d Sedan,1375000,2011,45000,18.48,1142.655492,74.34109969,5,0,0,1,0,0,0,0,BMW
4395,Maruti Wagon R LXI BSIII,215000,2012,84000,18.9,998,67.1,5,1,0,0,0,0,1,1,Maruti
4396,Chevrolet Cruze LTZ AT,500000,2013,70000,14.39,1998,163.7,5,0,0,1,0,0,0,0,Chevrolet
4397,Hyundai i20 Magna 1.2,509999,2016,70000,18.6,1197,81.83,5,1,0,0,0,0,1,1,Hyundai
4398,Maruti Celerio ZXI Optional AMT BSIV,520000,2019,20000,23.1,998,67.04,5,1,0,0,0,0,1,0,Maruti
4399,Volkswagen Polo 2015-2019 1.2 MPI Highline,598000,2017,18171,16.2,1199,74,5,0,0,0,0,0,1,1,Volkswagen
4400,BMW X5 3.0d,1975000,2008,61000,11,2993,235,5,0,0,1,0,0,0,0,BMW
